Channel,Counts
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,1
19,0
20,1
21,1
22,3
23,3
24,4
25,5
26,3
27,11
28,38
29,85
30,178
31,336
32,485
33,555
34,708
35,773
36,843
37,852
38,843
39,914
40,860
41,933
42,836
43,857
44,883
45,780
46,796
47,829
48,745
49,735
50,685
51,653
52,616
53,572
54,584
55,536
56,517
57,490
58,462
59,434
60,432
61,373
62,341
63,296
64,286
65,277
66,256
67,231
68,229
69,195
70,183
71,166
72,163
73,139
74,116
75,115
76,129
77,112
78,94
79,115
80,94
81,83
82,80
83,77
84,77
85,92
86,74
87,90
88,68
89,64
90,81
91,83
92,71
93,73
94,90
95,82
96,84
97,76
98,70
99,67
100,86
101,83
102,85
103,88
104,78
105,87
106,78
107,89
108,73
109,84
110,62
111,76
112,67
113,80
114,63
115,62
116,64
117,64
118,60
119,77
120,67
121,65
122,60
123,79
124,54
125,74
126,60
127,62
128,71
129,50
130,79
131,58
132,71
133,67
134,80
135,60
136,53
137,46
138,64
139,64
140,46
141,62
142,59
143,81
144,63
145,64
146,68
147,60
148,61
149,59
150,68
151,64
152,64
153,51
154,55
155,69
156,61
157,51
158,61
159,62
160,53
161,53
162,51
163,54
164,66
165,53
166,59
167,62
168,48
169,56
170,61
171,53
172,58
173,50
174,72
175,63
176,42
177,71
178,73
179,61
180,53
181,55
182,57
183,44
184,49
185,59
186,49
187,56
188,57
189,50
190,57
191,46
192,66
193,45
194,41
195,57
196,45
197,55
198,52
199,41
200,56
201,52
202,63
203,51
204,62
205,57
206,49
207,40
208,51
209,49
210,49
211,66
212,54
213,52
214,45
215,57
216,36
217,48
218,57
219,39
220,48
221,57
222,57
223,62
224,42
225,52
226,52
227,64
228,47
229,42
230,52
231,35
232,42
233,52
234,51
235,48
236,52
237,56
238,44
239,37
240,43
241,38
242,42
243,45
244,39
245,50
246,39
247,49
248,45
249,48
250,45
251,28
252,41
253,30
254,43
255,37
256,30
257,26
258,34
259,32
260,35
261,28
262,29
263,21
264,22
265,23
266,27
267,25
268,21
269,23
270,22
271,26
272,22
273,26
274,21
275,23
276,29
277,22
278,21
279,14
